compound_id,target_id,assay_id,qualifier,value_std,unit_std,year,qc_pass,provenance_file,provenance_sheet,provenance_row,compound_key
Example 318,prmt5,prmt5.enzyme.ki.A,=,0.00191,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,21,KTYJXOAINXWHLG-UHFFFAOYSA-N
Example 318,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,21,KTYJXOAINXWHLG-UHFFFAOYSA-N
Example 319,cell:HCT116.WT,cell.proliferation.ic50,=,4.23,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,22,GJTVQSPOMBZYIA-UHFFFAOYSA-N
Example 319,prmt5,prmt5.enzyme.ki.A,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,22,GJTVQSPOMBZYIA-UHFFFAOYSA-N
Example 319,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,22,GJTVQSPOMBZYIA-UHFFFAOYSA-N
Example 320,cell:HCT116.WT,cell.proliferation.ic50,=,3.48,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,23,NVQVPCQGVBGKBX-UHFFFAOYSA-N
Example 320,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,23,NVQVPCQGVBGKBX-UHFFFAOYSA-N
Example 321,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,24,HWPDUIFXSIKWGH-UHFFFAOYSA-N
Example 321,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,24,HWPDUIFXSIKWGH-UHFFFAOYSA-N
Example 322,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,25,PQKJFHRVVFHQEC-UHFFFAOYSA-N
Example 322,prmt5,prmt5.enzyme.ki.A,=,0.00109,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,25,PQKJFHRVVFHQEC-UHFFFAOYSA-N
Example 322,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,25,PQKJFHRVVFHQEC-UHFFFAOYSA-N
Example 323,cell:HCT116.WT,cell.proliferation.ic50,=,5.01,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,26,JOJUIDNHBLKFHB-XMMPIXPASA-N
Example 323,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,26,JOJUIDNHBLKFHB-XMMPIXPASA-N
Example 324,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,27,REHMINJTGVGODH-UHFFFAOYSA-N
Example 324,prmt5,prmt5.enzyme.ki.A,=,0.002,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,27,REHMINJTGVGODH-UHFFFAOYSA-N
Example 324,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,27,REHMINJTGVGODH-UHFFFAOYSA-N
Example 325,cell:HCT116.WT,cell.proliferation.ic50,=,6.18,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,28,MAQLTHXOLNVTID-UHFFFAOYSA-N
Example 325,prmt5,prmt5.enzyme.ki.A,=,0.00276,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,28,MAQLTHXOLNVTID-UHFFFAOYSA-N
Example 325,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,28,MAQLTHXOLNVTID-UHFFFAOYSA-N
Example 326,cell:HCT116.WT,cell.proliferation.ic50,=,4.32,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,29,GCFWKVCZBASMNT-UHFFFAOYSA-N
Example 326,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,29,GCFWKVCZBASMNT-UHFFFAOYSA-N
Example 327,cell:HCT116.WT,cell.proliferation.ic50,=,8.64,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,30,XZENKKVXWRJSQO-UHFFFAOYSA-N
Example 327,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,30,XZENKKVXWRJSQO-UHFFFAOYSA-N
Example 328,cell:HCT116.WT,cell.proliferation.ic50,=,4.64,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,31,VWTBMSHFSGFAGD-UHFFFAOYSA-N
Example 328,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,31,VWTBMSHFSGFAGD-UHFFFAOYSA-N
Example 329,cell:HCT116.WT,cell.proliferation.ic50,=,3.9,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,32,AERRRTPQVSZRQK-UHFFFAOYSA-N
Example 329,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,32,AERRRTPQVSZRQK-UHFFFAOYSA-N
Example 330,cell:HCT116.WT,cell.proliferation.ic50,=,8.57,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,33,LNSKBJHLYIBDPO-UHFFFAOYSA-N
Example 330,prmt5,prmt5.enzyme.ki.A,=,0.0018700000000000001,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,33,LNSKBJHLYIBDPO-UHFFFAOYSA-N
Example 330,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,33,LNSKBJHLYIBDPO-UHFFFAOYSA-N
Example 331,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,34,MLFXUSUEBIMSQT-UHFFFAOYSA-N
Example 331,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,34,MLFXUSUEBIMSQT-UHFFFAOYSA-N
Example 332,cell:HCT116.WT,cell.proliferation.ic50,=,5.14,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,35,MKNKIDLQZWTTIT-UHFFFAOYSA-N
Example 332,prmt5,prmt5.enzyme.ki.A,=,0.00487,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,35,MKNKIDLQZWTTIT-UHFFFAOYSA-N
Example 332,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,35,MKNKIDLQZWTTIT-UHFFFAOYSA-N
Example 333,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,36,WZJUTOYCWRVEEN-GOSISDBHSA-N
Example 334,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,37,CZSXGYAGGDUIRP-MRXNPFEDSA-N
Example 334,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,37,CZSXGYAGGDUIRP-MRXNPFEDSA-N
Example 335,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,38,SPHSDFQEICXZCG-UHFFFAOYSA-N
Example 335,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,38,SPHSDFQEICXZCG-UHFFFAOYSA-N
Example 336,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,39,MCEVMIDYQRXJAY-UHFFFAOYSA-N
Example 336,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,39,MCEVMIDYQRXJAY-UHFFFAOYSA-N
Example 337,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,40,FLZMJQUQCNWGKP-UHFFFAOYSA-N
Example 337,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,40,FLZMJQUQCNWGKP-UHFFFAOYSA-N
Example 338,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,41,IYTCMGNWRIIWMH-UHFFFAOYSA-N
Example 338,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,41,IYTCMGNWRIIWMH-UHFFFAOYSA-N
Example 339,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,42,YWWXLLSIAXSLPX-UHFFFAOYSA-N
Example 339,prmt5,prmt5.enzyme.ki.A,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,42,YWWXLLSIAXSLPX-UHFFFAOYSA-N
Example 339,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,42,YWWXLLSIAXSLPX-UHFFFAOYSA-N
Example 340,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,43,MVRAWCMBVGMKFD-UHFFFAOYSA-N
Example 340,prmt5,prmt5.enzyme.ki.A,=,0.00139,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,43,MVRAWCMBVGMKFD-UHFFFAOYSA-N
Example 340,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,43,MVRAWCMBVGMKFD-UHFFFAOYSA-N
Example 341,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,44,CBLSECDBLSLTGO-UHFFFAOYSA-N
Example 341,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,44,CBLSECDBLSLTGO-UHFFFAOYSA-N
Example 342,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,45,IETBDNVZLQUIKU-UHFFFAOYSA-N
Example 342,prmt5,prmt5.enzyme.ki.A,=,0.00272,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,45,IETBDNVZLQUIKU-UHFFFAOYSA-N
Example 342,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,45,IETBDNVZLQUIKU-UHFFFAOYSA-N
Example 343,cell:HCT116.WT,cell.proliferation.ic50,=,2.83,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,46,KSUHGCRRIJEPLB-UHFFFAOYSA-N
Example 343,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,46,KSUHGCRRIJEPLB-UHFFFAOYSA-N
Example 344,cell:HCT116.WT,cell.proliferation.ic50,=,1.8,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,47,DRRYJKIHGUVWQE-UHFFFAOYSA-N
Example 344,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,47,DRRYJKIHGUVWQE-UHFFFAOYSA-N
Example 345,cell:HCT116.WT,cell.proliferation.ic50,=,4.05,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,48,YMXMCGFTLXUXOJ-CYBMUJFWSA-N
Example 345,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,48,YMXMCGFTLXUXOJ-CYBMUJFWSA-N
Example 346,cell:HCT116.WT,cell.proliferation.ic50,=,1.58,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,49,ABKNVPNFQIFWEI-GFCCVEGCSA-N
Example 346,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,49,ABKNVPNFQIFWEI-GFCCVEGCSA-N
Example 347,cell:HCT116.WT,cell.proliferation.ic50,=,6.2,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,50,JWMMDOQBUUGVSI-CYBMUJFWSA-N
Example 347,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,50,JWMMDOQBUUGVSI-CYBMUJFWSA-N
Example 348,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,51,GVFSJSJCXYGCIJ-GFCCVEGCSA-N
Example 348,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,51,GVFSJSJCXYGCIJ-GFCCVEGCSA-N
Example 349,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,52,MRETWNQHKHWSIK-CYBMUJFWSA-N
Example 350,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,53,
Example 350,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,53,
Example 351,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,54,XCXUTBCWPGEDLA-CQSZACIVSA-N
Example 351,prmt5,prmt5.enzyme.ki.A,=,0.0012900000000000001,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,54,XCXUTBCWPGEDLA-CQSZACIVSA-N
Example 351,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,54,XCXUTBCWPGEDLA-CQSZACIVSA-N
Example 352,cell:HCT116.WT,cell.proliferation.ic50,=,8.09,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,55,QHICFYZLBIIGOF-CQSZACIVSA-N
Example 352,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,55,QHICFYZLBIIGOF-CQSZACIVSA-N
Example 353,cell:HCT116.WT,cell.proliferation.ic50,=,1.51,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,56,CEDUEMYRCBAPNM-OAHLLOKOSA-N
Example 353,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,56,CEDUEMYRCBAPNM-OAHLLOKOSA-N
Example 354,cell:HCT116.WT,cell.proliferation.ic50,>,10.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,57,CBFZPXQJPFAARG-CYBMUJFWSA-N
Example 354,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,57,CBFZPXQJPFAARG-CYBMUJFWSA-N
Example 355,cell:HCT116.WT,cell.proliferation.ic50,=,3.35,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,58,WPGOMHGDQJYXEV-UHFFFAOYSA-N
Example 355,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,58,WPGOMHGDQJYXEV-UHFFFAOYSA-N
Example 356,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,59,GIMKPOAQSAJMPJ-UHFFFAOYSA-N
Example 357,cell:HCT116.WT,cell.proliferation.ic50,=,7.05,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,60,VROOVQRJSPTTGY-UHFFFAOYSA-N
Example 357,prmt5,prmt5.enzyme.ki.A,=,0.00434,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,60,VROOVQRJSPTTGY-UHFFFAOYSA-N
Example 357,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,60,VROOVQRJSPTTGY-UHFFFAOYSA-N
Example 358,cell:HCT116.WT,cell.proliferation.ic50,=,137.0,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,61,PABUNRDBWUSESV-GOSISDBHSA-N
Example 358,prmt5,prmt5.enzyme.ki.A,=,0.0025,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,61,PABUNRDBWUSESV-GOSISDBHSA-N
Example 358,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,61,PABUNRDBWUSESV-GOSISDBHSA-N
Example 359,cell:HCT116.WT,cell.proliferation.ic50,=,4.74,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,62,IPWMFEVNFSDWFN-QGZVFWFLSA-N
Example 359,prmt5,prmt5.enzyme.ki.A,<,0.0001,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,62,IPWMFEVNFSDWFN-QGZVFWFLSA-N
Example 359,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,62,IPWMFEVNFSDWFN-QGZVFWFLSA-N
Example 360,cell:HCT116.WT,cell.proliferation.ic50,=,4.81,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,63,BTHXAKBMGXZRRY-MRXNPFEDSA-N
Example 360,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,63,BTHXAKBMGXZRRY-MRXNPFEDSA-N
Example 361,cell:HCT116.WT,cell.proliferation.ic50,=,3.22,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,64,XPGVZEUJONWDNE-NHCUHLMSSA-N
Example 361,prmt5,prmt5.enzyme.ki.A,=,0.0021000000000000003,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,64,XPGVZEUJONWDNE-NHCUHLMSSA-N
Example 361,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,64,XPGVZEUJONWDNE-NHCUHLMSSA-N
Example 362,cell:HCT116.WT,cell.proliferation.ic50,=,2.46,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,65,QSCQRIQFZAJNEU-WOJBJXKFSA-N
Example 362,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,65,QSCQRIQFZAJNEU-WOJBJXKFSA-N
Example 363,cell:HCT116.WT,cell.proliferation.ic50,=,7.16,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,66,RWYAOPIQXDQOID-QZTJIDSGSA-N
Example 363,prmt5,prmt5.enzyme.ki.B,,,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,66,RWYAOPIQXDQOID-QZTJIDSGSA-N
Example 364,cell:HCT116.WT,cell.proliferation.ic50,=,6.2,uM,2021,True,data/bronze/artifacts/2021_raw.xlsx,Table 19,67,DJGYKILXHLWBPL-WOJBJXKFSA-N
