row_id,panel,cell_line,value_raw,qualifier,value,unit,provenance_file,provenance_sheet,provenance_row
1,대장암세포주,LoVo,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,방광암세포주,MBT-2,1.19 μM,=,1.19,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,유방암세포주,MCF7,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,유방암세포주,MDA-M B-468,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,유방암세포주,MDA-MB-231,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,유방암세포주,MDA-MB-231 -L/DOX,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,췌장암세포주,MIA PaCa-2,1.59 μM,=,1.59,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,혈액암세포주,MOLT-4,1.85 μM,=,1.85,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,폐암세포주,MRC-5,1.34 μM,=,1.34,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,혈액암세포주,MV-4-11,1.39 μM,=,1.39,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,폐암세포주,NCI-H12 99,1.88 μM,=,1.88,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,폐암세포주,NCI-H1437,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,폐암세포주,NCI-H23,1.34 μM,=,1.34,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,폐암세포주,NCI-H460,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,폐암세포주,NCI-H522,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,난소암,OVCAR-3,0.70 μM,=,0.70,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,췌장암세포주,PANC-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,전립선암세포주,PC-3,1.64 μM,=,1.64,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,대장암세포주,RKO,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,유두종(papilloma),RT4,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,혈액암세포주,Raji,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,혈액암세포주,Ramos (RA 1),> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,신경아세포종,SH-SY5Y,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,유방암세포주,SK-BR-3,1.09 μM,=,1.09,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,간암세포주,SK-HEP-1,1.23 μM,=,1.23,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,대장암세포주,SW48 0,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,대장암세포주,SW620,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,방광암세포주,T24,1.34 μM,=,1.34,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,뇌암세포주,T98G,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,뇌암세포주,U-138 MG,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,뇌암세포주,U-251 MG,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,혈액암세포주,U-937,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
1,방광암세포주,UM-UC-3,1.51 μM,=,1.51,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,방광암세포주,253J,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,방광암세포주,5637,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,폐암세포주,A549,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,신장암,ACHN,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,췌장암세포주,AsPC-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,유방암세포주,BT-20,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,췌장암세포주,BxPC-3,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,췌장암세포주,CFPAC-1,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,전립선암세포주,CWR22,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,췌장암세포주,Capan-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,췌장암세포주,Capan-2,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,대장암세포주,DLD-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,폐암세포주,DMS 114,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,전립선암세포주,DU145,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,전립선암세포주,DU145/TXR,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,혈액암세포주,Daudi,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,유방암세포주,HCC1395,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,유방암세포주,HCC1954,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,대장암세포주,HCT 116,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,대장암세포주,HCT-15,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,대장암세포주,HCT-8,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,혈액암세포주,HL-60,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,대장암세포주,HT-29,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,자궁경부암,HeLa,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,방광암세포주,J82,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,유방암세포주,JIMT-1,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,혈액암세포주,Jurkat,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,방광암세포주,KU-19-19,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,전립선암세포주,LNcap,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,흑색종,LOX-IMVI,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,대장암세포주,LoVo,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,방광암세포주,MBT-2,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,유방암세포주,MCF7,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,유방암세포주,MDA-M B-468,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,유방암세포주,MDA-MB-231,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,유방암세포주,MDA-MB-231 -L/DOX,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,췌장암세포주,MIA PaCa-2,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,혈액암세포주,MOLT-4,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,폐암세포주,MRC-5,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,혈액암세포주,MV-4-11,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,폐암세포주,NCI-H12 99,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,폐암세포주,NCI-H1437,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,폐암세포주,NCI-H23,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,폐암세포주,NCI-H460,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,폐암세포주,NCI-H522,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,난소암,OVCAR-3,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,췌장암세포주,PANC-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,전립선암세포주,PC-3,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,대장암세포주,RKO,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,유두종(papilloma),RT4,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,혈액암세포주,Raji,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,혈액암세포주,Ramos (RA 1),> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,신경아세포종,SH-SY5Y,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,유방암세포주,SK-BR-3,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,간암세포주,SK-HEP-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,대장암세포주,SW48 0,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,대장암세포주,SW620,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,방광암세포주,T24,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,뇌암세포주,T98G,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,뇌암세포주,U-138 MG,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,뇌암세포주,U-251 MG,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,혈액암세포주,U-937,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
2,방광암세포주,UM-UC-3,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,방광암세포주,253J,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,방광암세포주,5637,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,폐암세포주,A549,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,신장암,ACHN,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,췌장암세포주,AsPC-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,유방암세포주,BT-20,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,췌장암세포주,BxPC-3,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,췌장암세포주,CFPAC-1,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,전립선암세포주,CWR22,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,췌장암세포주,Capan-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,췌장암세포주,Capan-2,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,대장암세포주,DLD-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,폐암세포주,DMS 114,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,전립선암세포주,DU145,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,전립선암세포주,DU145/TXR,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,혈액암세포주,Daudi,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,유방암세포주,HCC1395,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,유방암세포주,HCC1954,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,대장암세포주,HCT 116,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,대장암세포주,HCT-15,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,대장암세포주,HCT-8,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,혈액암세포주,HL-60,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,대장암세포주,HT-29,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,자궁경부암,HeLa,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,방광암세포주,J82,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,유방암세포주,JIMT-1,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,혈액암세포주,Jurkat,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,방광암세포주,KU-19-19,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,전립선암세포주,LNcap,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,흑색종,LOX-IMVI,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,대장암세포주,LoVo,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,방광암세포주,MBT-2,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,유방암세포주,MCF7,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,유방암세포주,MDA-M B-468,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,유방암세포주,MDA-MB-231,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,유방암세포주,MDA-MB-231 -L/DOX,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,췌장암세포주,MIA PaCa-2,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,혈액암세포주,MOLT-4,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,폐암세포주,MRC-5,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,혈액암세포주,MV-4-11,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,폐암세포주,NCI-H12 99,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,폐암세포주,NCI-H1437,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,폐암세포주,NCI-H23,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,폐암세포주,NCI-H460,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,폐암세포주,NCI-H522,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,난소암,OVCAR-3,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,췌장암세포주,PANC-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,전립선암세포주,PC-3,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,대장암세포주,RKO,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,유두종(papilloma),RT4,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,혈액암세포주,Raji,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,혈액암세포주,Ramos (RA 1),> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,신경아세포종,SH-SY5Y,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,유방암세포주,SK-BR-3,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,간암세포주,SK-HEP-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,대장암세포주,SW48 0,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,대장암세포주,SW620,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,방광암세포주,T24,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,뇌암세포주,T98G,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,뇌암세포주,U-138 MG,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,뇌암세포주,U-251 MG,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,혈액암세포주,U-937,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
3,방광암세포주,UM-UC-3,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,방광암세포주,253J,1.00 μM,=,1.00,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,방광암세포주,5637,1.91 μM,=,1.91,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,폐암세포주,A549,1.97 μM,=,1.97,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,신장암,ACHN,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,췌장암세포주,AsPC-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,유방암세포주,BT-20,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,췌장암세포주,BxPC-3,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,췌장암세포주,CFPAC-1,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,전립선암세포주,CWR22,1.67 μM,=,1.67,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,췌장암세포주,Capan-1,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,췌장암세포주,Capan-2,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,대장암세포주,DLD-1,1.84 μM,=,1.84,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,폐암세포주,DMS 114,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,전립선암세포주,DU145,1.41 μM,=,1.41,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,전립선암세포주,DU145/TXR,1.19 μM,=,1.19,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,혈액암세포주,Daudi,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,유방암세포주,HCC1395,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,유방암세포주,HCC1954,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,대장암세포주,HCT 116,1.15 μM,=,1.15,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,대장암세포주,HCT-15,1.33 μM,=,1.33,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,대장암세포주,HCT-8,1.58 μM,=,1.58,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,혈액암세포주,HL-60,1.98 μM,=,1.98,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,대장암세포주,HT-29,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,자궁경부암,HeLa,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,방광암세포주,J82,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,유방암세포주,JIMT-1,> 10 μM,>,10,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,혈액암세포주,Jurkat,1.07 μM,=,1.07,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,방광암세포주,KU-19-19,1.05 μM,=,1.05,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,전립선암세포주,LNcap,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,흑색종,LOX-IMVI,1.09 μM,=,1.09,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,대장암세포주,LoVo,1.80 μM,=,1.80,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,방광암세포주,MBT-2,0.96 μM,=,0.96,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,유방암세포주,MCF7,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,유방암세포주,MDA-M B-468,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
4,유방암세포주,MDA-MB-231,> 2 μM,>,2,uM,../base/data/bronze/artifacts/2017_raw.xlsx,표5~표14,
